Name,crossing_number,jones_polynomial,hyperbolic_volume,meridian_length,mosaic_num,tile_num,image_filename_matched,image_url_matched
10_25,10,1-2*t+ 5*t^2-7*t^3+ 10*t^4-11*t^5+ 10*t^6-9*t^7+ 6*t^8-3*t^9+ t^10,11.8757796036,1.291794998,7,27,10_025.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_025.png
10_26,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-8*t^(-1)+ 10-10*t+ 9*t^2-7*t^3+ 4*t^4-2*t^5+ t^6,11.3520175579,1.393020263,7,27,10_026.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_026.png
10_27,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-11*t^(-4)+ 12*t^(-3)-11*t^(-2)+ 9*t^(-1)-5+ 3*t-t^2,12.3841319661,1.266194465,7,29,10_027.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_027.png
10_28,10,-t^(-7)+ 2*t^(-6)-4*t^(-5)+ 6*t^(-4)-7*t^(-3)+ 9*t^(-2)-8*t^(-1)+ 7-5*t+ 3*t^2-t^3,10.2646749465,1.338557591,6,27,10_028.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_028.png
10_29,10,t^(-3)-2*t^(-2)+ 5*t^(-1)-7+ 9*t-11*t^2+ 10*t^3-8*t^4+ 6*t^5-3*t^6+ t^7,11.6029052466,1.246060919,7,27,10_029.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_029.png
10_30,10,t^(-1)-3+ 6*t-8*t^2+ 11*t^3-11*t^4+ 10*t^5-8*t^6+ 5*t^7-3*t^8+ t^9,11.8287575695,1.256795083,7,27,10_030.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_030.png
10_31,10,-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 10-9*t+ 7*t^2-5*t^3+ 3*t^4-t^5,11.0442640310,1.271210363,7,27,10_031.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_031-mt.png
10_32,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-9*t^(-1)+ 11-11*t+ 11*t^2-8*t^3+ 5*t^4-3*t^5+ t^6,12.0909368719,1.246571723,7,27,10_032.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_032.png
10_33,10,-t^(-5)+ 3*t^(-4)-5*t^(-3)+ 8*t^(-2)-10*t^(-1)+ 11-10*t+ 8*t^2-5*t^3+ 3*t^4-t^5,11.5356739322,1.442536066,7,27,10_033.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_033-mt.png
10_34,10,-t^(-7)+ 2*t^(-6)-3*t^(-5)+ 4*t^(-4)-5*t^(-3)+ 6*t^(-2)-5*t^(-1)+ 5-3*t+ 2*t^2-t^3,8.4222666678,1.334664655,6,27,10_034.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_034-mt.png
10_35,10,t^(-6)-2*t^(-5)+ 4*t^(-4)-6*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 8-6*t+ 4*t^2-2*t^3+ t^4,10.3944967856,1.257273014,7,27,10_035.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_035-mt.png
10_36,10,t^(-1)-2+ 4*t-6*t^2+ 8*t^3-8*t^4+ 8*t^5-6*t^6+ 4*t^7-3*t^8+ t^9,10.4761855403,1.262660795,7,27,10_036.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_036-mt.png
10_37,10,-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 9-8*t+ 7*t^2-4*t^3+ 2*t^4-t^5,10.9658105324,1.261300177,7,29,10_037.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_037-mt.png
10_38,10,t^(-1)-2+ 5*t-7*t^2+ 9*t^3-10*t^4+ 9*t^5-7*t^6+ 5*t^7-3*t^8+ t^9,11.3493135472,1.255786427,7,27,10_038.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_038-mt.png
10_39,10,1-2*t+ 5*t^2-7*t^3+ 9*t^4-10*t^5+ 10*t^6-8*t^7+ 5*t^8-3*t^9+ t^10,11.5895187273,1.251882137,7,27,10_039.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_039-mt.png
10_40,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-12*t^(-4)+ 13*t^(-3)-11*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2,12.8887403302,1.243302031,7,29,10_040.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_040.png
10_41,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-8+ 11*t-12*t^2+ 11*t^3-9*t^4+ 6*t^5-3*t^6+ t^7,12.3766154986,1.251505332,6,24,10_041.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_041.png
10_42,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 14-13*t+ 10*t^2-7*t^3+ 4*t^4-t^5,13.2398483667,1.244271592,7,29,10_042.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_042.png
10_43,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 9*t^(-2)-11*t^(-1)+ 13-11*t+ 9*t^2-6*t^3+ 3*t^4-t^5,12.6025961142,1.287780419,7,29,10_043.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_043.png
10_44,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-13*t^2+ 13*t^3-10*t^4+ 7*t^5-4*t^6+ t^7,12.9689942050,1.270313405,6,24,10_044.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_044.png
10_45,10,-t^(-5)+ 4*t^(-4)-7*t^(-3)+ 11*t^(-2)-14*t^(-1)+ 15-14*t+ 11*t^2-7*t^3+ 4*t^4-t^5,13.7160759847,1.261388844,7,29,10_045.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_045.png
10_46,10,t-t^2+ 3*t^3-3*t^4+ 4*t^5-5*t^6+ 4*t^7-4*t^8+ 3*t^9-2*t^10+ t^11,7.7169998093,1.649660015,7,29,10_046.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_046.png
10_47,10,-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 5*t^(-6)-6*t^(-5)+ 7*t^(-4)-5*t^(-3)+ 5*t^(-2)-3*t^(-1)+ 2-t,9.3851941567,1.372156848,7,29,10_047.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_047.png
10_48,10,-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 9-7*t+ 6*t^2-4*t^3+ 2*t^4-t^5,10.3789014490,1.453070696,7,29,10_048.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_048-mt.png
10_49,10,t^3-2*t^4+ 5*t^5-6*t^6+ 9*t^7-10*t^8+ 9*t^9-8*t^10+ 5*t^11-3*t^12+ t^13,11.4531933662,1.321760055,7,29,10_049.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_049.png
10_50,10,1-2*t+ 5*t^2-6*t^3+ 8*t^4-9*t^5+ 8*t^6-7*t^7+ 4*t^8-2*t^9+ t^10,11.1988897920,1.405291698,7,29,10_050.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_050-mt.png
10_51,10,-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 8*t^(-5)-10*t^(-4)+ 12*t^(-3)-10*t^(-2)+ 9*t^(-1)-6+ 3*t-t^2,12.6313795199,1.332301055,7,29,10_051.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_051-mt.png
10_52,10,-t^(-4)+ 2*t^(-3)-4*t^(-2)+ 7*t^(-1)-8+ 10*t-9*t^2+ 8*t^3-6*t^4+ 3*t^5-t^6,11.5375481824,1.481106417,7,29,10_052.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_052.png
10_53,10,t^2-3*t^3+ 7*t^4-9*t^5+ 12*t^6-12*t^7+ 11*t^8-9*t^9+ 5*t^10-3*t^11+ t^12,12.8868474201,1.327995615,7,29,10_053.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_053.png
10_54,10,-t^(-6)+ 2*t^(-5)-4*t^(-4)+ 6*t^(-3)-7*t^(-2)+ 8*t^(-1)-6+ 6*t-4*t^2+ 2*t^3-t^4,10.5913111336,1.315102337,7,29,10_054.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_054.png
10_55,10,t^2-2*t^3+ 5*t^4-7*t^5+ 10*t^6-10*t^7+ 9*t^8-8*t^9+ 5*t^10-3*t^11+ t^12,12.1855406270,1.293867269,7,29,10_055.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_055.png
10_56,10,1-2*t+ 5*t^2-7*t^3+ 10*t^4-11*t^5+ 10*t^6-9*t^7+ 6*t^8-3*t^9+ t^10,12.3988021558,1.265471974,7,29,10_056.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_056-mt.png
10_57,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 10*t^(-5)-12*t^(-4)+ 14*t^(-3)-12*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2,13.5885585022,1.257089033,7,29,10_057.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_057.png
10_58,10,t^(-4)-2*t^(-3)+ 5*t^(-2)-8*t^(-1)+ 10-11*t+ 10*t^2-8*t^3+ 6*t^4-3*t^5+ t^6,12.7213306985,1.297969184,7,31,10_058.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_058.png
10_59,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-12*t^2+ 12*t^3-10*t^4+ 6*t^5-3*t^6+ t^7,13.3899441414,1.285353067,7,31,10_059.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_059.png
10_60,10,t^(-6)-3*t^(-5)+ 6*t^(-4)-10*t^(-3)+ 13*t^(-2)-14*t^(-1)+ 14-11*t+ 8*t^2-4*t^3+ t^4,13.9800415357,1.299728136,7,31,10_060.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_060.png
10_61,10,t^(-2)-t^(-1)+ 3-4*t+ 4*t^2-5*t^3+ 5*t^4-4*t^5+ 3*t^6-2*t^7+ t^8,8.4585802675,1.695038477,6,29,10_061.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_061-m.png
10_62,10,-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 6*t^(-6)-7*t^(-5)+ 7*t^(-4)-6*t^(-3)+ 6*t^(-2)-3*t^(-1)+ 2-t,10.1414690363,1.411839544,6,29,10_062.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_062-m.png
10_63,10,t^2-2*t^3+ 5*t^4-7*t^5+ 9*t^6-9*t^7+ 9*t^8-7*t^9+ 4*t^10-3*t^11+ t^12,11.5116912918,1.353469705,6,27,10_063.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_063-mt.png
10_64,10,t^(-3)-2*t^(-2)+ 4*t^(-1)-6+ 8*t-8*t^2+ 8*t^3-7*t^4+ 4*t^5-2*t^6+ t^7,10.8680927130,1.471381759,6,29,10_064.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_064-m.png
10_65,10,-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 8*t^(-5)-9*t^(-4)+ 11*t^(-3)-10*t^(-2)+ 8*t^(-1)-5+ 3*t-t^2,12.0764614344,1.340261168,6,27,10_065.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_065-mt.png
10_66,10,t^3-2*t^4+ 6*t^5-8*t^6+ 11*t^7-13*t^8+ 12*t^9-10*t^10+ 7*t^11-4*t^12+ t^13,13.0292688708,1.325702109,6,27,10_066.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_066.png
10_67,10,t^(-1)-2+ 5*t-8*t^2+ 10*t^3-10*t^4+ 10*t^5-8*t^6+ 5*t^7-3*t^8+ t^9,12.4216305054,1.294081665,7,29,10_067.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_067-mt.png
10_68,10,-t^(-7)+ 2*t^(-6)-4*t^(-5)+ 7*t^(-4)-8*t^(-3)+ 9*t^(-2)-9*t^(-1)+ 8-5*t+ 3*t^2-t^3,11.6370352293,1.342517727,7,29,10_068.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_068-mt.png
10_69,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 11*t^(-5)-13*t^(-4)+ 15*t^(-3)-14*t^(-2)+ 11*t^(-1)-7+ 4*t-t^2,14.1265051706,1.28646054,7,29,10_069.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_069.png
10_70,10,t^(-7)-3*t^(-6)+ 6*t^(-5)-9*t^(-4)+ 11*t^(-3)-11*t^(-2)+ 10*t^(-1)-8+ 5*t-2*t^2+ t^3,12.5108877304,1.265761723,7,29,10_070.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_070-mt.png
10_71,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 13-12*t+ 10*t^2-6*t^3+ 3*t^4-t^5,13.3852287460,1.258158916,7,29,10_071.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_071.png
10_72,10,1-2*t+ 5*t^2-8*t^3+ 11*t^4-12*t^5+ 12*t^6-10*t^7+ 7*t^8-4*t^9+ t^10,12.9295946870,1.278858489,7,29,10_072.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_072-mt.png
10_73,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 10*t^(-5)-13*t^(-4)+ 14*t^(-3)-13*t^(-2)+ 11*t^(-1)-7+ 4*t-t^2,13.7068808423,1.26992994,7,29,10_073.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_073.png
10_74,10,t^(-1)-3+ 6*t-8*t^2+ 11*t^3-10*t^4+ 9*t^5-8*t^6+ 4*t^7-2*t^8+ t^9,12.0060369983,1.328413018,6,29,10_074.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_074-m.png
10_75,10,t^(-6)-3*t^(-5)+ 6*t^(-4)-10*t^(-3)+ 12*t^(-2)-13*t^(-1)+ 14-10*t+ 7*t^2-4*t^3+ t^4,13.4307487842,1.326253075,6,27,10_075.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_075.png
10_76,10,1-t+ 4*t^2-6*t^3+ 8*t^4-10*t^5+ 9*t^6-8*t^7+ 6*t^8-3*t^9+ t^10,11.5128604144,1.323589445,6,29,10_076.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_076-m.png
10_77,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 8*t^(-5)-10*t^(-4)+ 11*t^(-3)-9*t^(-2)+ 8*t^(-1)-4+ 2*t-t^2,12.0747116814,1.311588345,6,29,10_077.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_077-m.png
10_78,10,1-3*t+ 6*t^2-8*t^3+ 11*t^4-11*t^5+ 11*t^6-9*t^7+ 5*t^8-3*t^9+ t^10,12.5020991969,1.311687321,6,27,10_078.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_078-mt.png
10_79,10,-t^(-5)+ 2*t^(-4)-5*t^(-3)+ 8*t^(-2)-9*t^(-1)+ 11-9*t+ 8*t^2-5*t^3+ 2*t^4-t^5,12.5402952184,1.491719422,7,29,10_079.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_079-mt.png
10_80,10,t^3-2*t^4+ 6*t^5-8*t^6+ 11*t^7-12*t^8+ 11*t^9-10*t^10+ 6*t^11-3*t^12+ t^13,13.3940444715,1.362100604,7,31,10_080.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_080.png
10_81,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 11*t^(-2)-13*t^(-1)+ 15-13*t+ 11*t^2-7*t^3+ 3*t^4-t^5,14.4926670315,1.347480142,7,31,10_081.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_081.png
10_82,10,t^(-3)-3*t^(-2)+ 5*t^(-1)-7+ 10*t-10*t^2+ 10*t^3-8*t^4+ 5*t^5-3*t^6+ t^7,12.4314795313,1.46549263,7,29,10_082.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_082.png
10_83,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 10*t^(-5)-13*t^(-4)+ 14*t^(-3)-13*t^(-2)+ 11*t^(-1)-7+ 4*t-t^2,14.2580518491,1.439222001,7,29,10_083.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_083.png
10_84,10,-t^(-2)+ 3*t^(-1)-6+ 11*t-13*t^2+ 15*t^3-14*t^4+ 11*t^5-8*t^6+ 4*t^7-t^8,14.7098987815,1.283946284,7,29,10_084.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_084-mt.png
10_85,10,-t^(-9)+ 3*t^(-8)-5*t^(-7)+ 7*t^(-6)-9*t^(-5)+ 9*t^(-4)-8*t^(-3)+ 7*t^(-2)-4*t^(-1)+ 3-t,11.7977736599,1.542716873,6,24,10_085.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_085.png
10_86,10,t^(-4)-4*t^(-3)+ 8*t^(-2)-11*t^(-1)+ 14-14*t+ 13*t^2-10*t^3+ 6*t^4-3*t^5+ t^6,14.3412561395,1.457272763,7,29,10_086.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_086.png
10_87,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-10*t^(-1)+ 13-13*t+ 13*t^2-10*t^3+ 7*t^4-4*t^5+ t^6,14.2736445980,1.297010513,7,29,10_087.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_087.png
10_88,10,-t^(-5)+ 4*t^(-4)-8*t^(-3)+ 13*t^(-2)-16*t^(-1)+ 17-16*t+ 13*t^2-8*t^3+ 4*t^4-t^5,15.6466491717,1.321542625,7,31,10_088.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_088.png
10_89,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 12*t^(-5)-15*t^(-4)+ 17*t^(-3)-16*t^(-2)+ 13*t^(-1)-9+ 5*t-t^2,15.5660589231,1.320269038,7,31,10_089.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_089.png
10_90,10,t^(-4)-3*t^(-3)+ 7*t^(-2)-10*t^(-1)+ 12-13*t+ 12*t^2-9*t^3+ 6*t^4-3*t^5+ t^6,13.8661498632,1.413810459,7,29,10_090.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_090-mt.png
10_91,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 9*t^(-2)-11*t^(-1)+ 13-11*t+ 9*t^2-6*t^3+ 3*t^4-t^5,13.4870224202,1.480310473,7,29,10_091.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_091-mt.png
10_92,10,1-3*t+ 7*t^2-10*t^3+ 14*t^4-15*t^5+ 14*t^6-12*t^7+ 8*t^8-4*t^9+ t^10,14.8553501715,1.317140217,7,29,10_092.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_092-mt.png
10_93,10,-t^(-6)+ 3*t^(-5)-6*t^(-4)+ 9*t^(-3)-10*t^(-2)+ 11*t^(-1)-10+ 8*t-5*t^2+ 3*t^3-t^4,13.0164671649,1.492392277,7,29,10_093.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_093-mt.png
10_94,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-8+ 11*t-12*t^2+ 11*t^3-9*t^4+ 6*t^5-3*t^6+ t^7,13.3115665249,1.446022965,7,29,10_094.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_094.png
10_95,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 11*t^(-5)-14*t^(-4)+ 16*t^(-3)-14*t^(-2)+ 12*t^(-1)-8+ 4*t-t^2,15.0478528845,1.305732779,7,29,10_095.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_095.png
10_96,10,t^(-6)-3*t^(-5)+ 7*t^(-4)-11*t^(-3)+ 14*t^(-2)-16*t^(-1)+ 15-12*t+ 9*t^2-4*t^3+ t^4,15.1778514277,1.342982361,7,31,10_096.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_096.png
10_97,10,t^(-1)-3+ 7*t-11*t^2+ 14*t^3-14*t^4+ 14*t^5-11*t^6+ 7*t^7-4*t^8+ t^9,14.8527467083,1.340582998,7,31,10_097.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_097.png
10_98,10,1-3*t+ 7*t^2-9*t^3+ 13*t^4-14*t^5+ 12*t^6-11*t^7+ 7*t^8-3*t^9+ t^10,14.4129190235,1.478910479,7,31,10_098.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_098.png
10_99,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 15-12*t+ 10*t^2-7*t^3+ 3*t^4-t^5,14.3343445190,1.496763931,7,31,10_099.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_099.png
10_100,10,-t^(-9)+ 3*t^(-8)-6*t^(-7)+ 8*t^(-6)-10*t^(-5)+ 11*t^(-4)-9*t^(-3)+ 8*t^(-2)-5*t^(-1)+ 3-t,12.8108825664,1.601846185,6,24,10_100.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_100.png
10_101,10,t^2-3*t^3+ 7*t^4-10*t^5+ 14*t^6-14*t^7+ 13*t^8-11*t^9+ 7*t^10-4*t^11+ t^12,14.6875068376,1.327944478,7,29,10_101.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_101.png
10_102,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-9*t^(-1)+ 12-12*t+ 11*t^2-9*t^3+ 6*t^4-3*t^5+ t^6,13.7273432971,1.440825463,7,29,10_102.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_102.png
10_103,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-12*t^(-4)+ 13*t^(-3)-11*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2,13.8747895699,1.52255497,7,29,10_103.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_103-mt.png
10_104,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 13-12*t+ 10*t^2-6*t^3+ 3*t^4-t^5,14.1071266875,1.514165312,7,31,10_104.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_104.png
10_105,10,t^(-3)-3*t^(-2)+ 7*t^(-1)-11+ 14*t-15*t^2+ 15*t^3-12*t^4+ 8*t^5-4*t^6+ t^7,15.1816955046,1.354325909,7,31,10_105.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_105.png
10_106,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-12*t^2+ 12*t^3-10*t^4+ 6*t^5-3*t^6+ t^7,13.9330189943,1.50828303,7,29,10_106.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_106.png
10_107,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 12*t^(-2)-14*t^(-1)+ 16-15*t+ 12*t^2-8*t^3+ 4*t^4-t^5,15.3528526970,1.337830154,7,29,10_107.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_107.png
10_108,10,-t^(-4)+ 3*t^(-3)-5*t^(-2)+ 8*t^(-1)-9+ 10*t-10*t^2+ 8*t^3-5*t^4+ 3*t^5-t^6,12.9046239529,1.606905227,7,31,10_108.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_108.png
10_109,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 11*t^(-2)-13*t^(-1)+ 15-13*t+ 11*t^2-7*t^3+ 3*t^4-t^5,14.9002086030,1.499963817,7,31,10_109.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_109.png
10_110,10,t^(-3)-3*t^(-2)+ 7*t^(-1)-10+ 13*t-14*t^2+ 13*t^3-11*t^4+ 7*t^5-3*t^6+ t^7,14.7774626650,1.475189186,7,31,10_110.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_110.png
10_111,10,1-3*t+ 7*t^2-9*t^3+ 12*t^4-13*t^5+ 12*t^6-10*t^7+ 6*t^8-3*t^9+ t^10,14.2650230134,1.443813803,7,31,10_111.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_111.png
10_112,10,t^(-7)-4*t^(-6)+ 7*t^(-5)-11*t^(-4)+ 14*t^(-3)-14*t^(-2)+ 14*t^(-1)-10+ 7*t-4*t^2+ t^3,14.7558840759,1.550750338,7,29,10_112.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_112.png
10_113,10,-t^(-2)+ 4*t^(-1)-8+ 14*t-17*t^2+ 19*t^3-18*t^4+ 14*t^5-10*t^6+ 5*t^7-t^8,16.4734736614,1.316549352,7,29,10_113.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_113.png
10_114,10,t^(-6)-4*t^(-5)+ 7*t^(-4)-11*t^(-3)+ 15*t^(-2)-15*t^(-1)+ 15-12*t+ 8*t^2-4*t^3+ t^4,15.3049043434,1.543165121,7,29,10_114.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_114-mt.png
10_115,10,-t^(-5)+ 4*t^(-4)-9*t^(-3)+ 14*t^(-2)-17*t^(-1)+ 19-17*t+ 14*t^2-9*t^3+ 4*t^4-t^5,16.6380380564,1.457189705,7,31,10_115.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_115.png
10_116,10,t^(-7)-4*t^(-6)+ 8*t^(-5)-12*t^(-4)+ 15*t^(-3)-16*t^(-2)+ 15*t^(-1)-11+ 8*t-4*t^2+ t^3,15.4238665073,1.555128374,6,24,10_116.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_116.png
10_117,10,-t^(-8)+ 4*t^(-7)-9*t^(-6)+ 13*t^(-5)-16*t^(-4)+ 18*t^(-3)-16*t^(-2)+ 13*t^(-1)-8+ 4*t-t^2,16.1254435239,1.428596659,7,29,10_117.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_117.png
10_118,10,-t^(-5)+ 4*t^(-4)-8*t^(-3)+ 12*t^(-2)-15*t^(-1)+ 17-15*t+ 12*t^2-8*t^3+ 4*t^4-t^5,15.5452149056,1.510167615,7,31,10_118.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_118.png
10_119,10,t^(-6)-4*t^(-5)+ 8*t^(-4)-12*t^(-3)+ 16*t^(-2)-17*t^(-1)+ 16-13*t+ 9*t^2-4*t^3+ t^4,15.9386941262,1.438335677,7,31,10_119.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_119.png
10_120,10,t^2-4*t^3+ 10*t^4-13*t^5+ 17*t^6-18*t^7+ 16*t^8-13*t^9+ 8*t^10-4*t^11+ t^12,16.2713682821,1.462640753,7,31,10_120.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_120.png
